Msg,Label1
walitti bu iinsi obboleeyyan lamaan ittuu karrayyuu gidduutti uumamee guyyaa kaleessaa akkkaataa sirna gadaatiin bakkka abbootiin gadaa oromoo godinaalee oromiyaa garaagaraa qaamooleen nageenya aanga oonni mootummaa argamanitti aanaa fantaalletti araara argateera,30
muummeen ministira dooktar abiyyi kabajamaa hammataa ummata oromoo hunda baga guyyaa kabaja ayyaana guddaa galateeffannaa jaalala qulqullummaa nageenyaa dhiifamaa araaraa aantummaa namoomaa lallabamu dhugoomu nagaan geessa baga gammaddaan jedhaniiru,30
irreechi sonawwan sirna gadaa keessaa mallattoo nageenyaa tokkkummaati,30
sirni gadaa qabeenya guduunfataa ummata oromooti,30
irreechi calaqqee oromummaa keessaa miidhagaa hirmaachisaadha,30
oromummaan harra dhaabbatanii egeree ijaaruudha,30
oromoon waldhabdee kamiiyyuu gorsaafi mariin furuu filata,30
irreechi mallattoo oromummaa keenyaati qabiyyiyee ijoo ergaa dooktar abiyyi ahimad ayyaana irreechaa sabeeffachuun dabarsan,30
finfinnee faanaa broodkaastingi korporeet fedhii faayidaa oromoo kabachiisuuf waliin tarkaanfachuun murteessadha jedhan jaal daawud ibsaan,30
hayyu dureen abo miseensi gaaddisa hoggansa oromoo jaal daawud ibsaan baga irreecha wareegamaan argame geessan jedhaniiru,30
irreechi nagayaan akkka xumuramu ummata oromoo saboota kaanifis waamicha dhiyeessaniiru,30
finfinnee faanaa broodkaastingi korporeet abbootiin gadaa haadholiin siinqee guyyootii araaraa shan labsan,30
abbootiin gadaa haadholiin siinqee kaleessaa eegalee guyyootii kadhannaa araara waaqaa 5 labsan,30
abbaa gadaa goobanaan oromoon aadaa duudhaasaa tikfachuuf durbi buqqee duudaa baattee jaartii cifireen marga jiidhaa qabattee jaarsi cifireen horooroo qabatee dargaggeessi waanjoon waanjee waaqa araara gaafachaa tureera jedhan,30
shira kaayyoo diinaa alaa qindaa oromiyaa ummata oromoo irratti agaamamaa jiru deeggarsa ummataatin hin milkaa hafee,30
nyaata aadaa oromoon keessummaa simatuu cidhaa ayyaanaa qopheessu keessaa cuukkkoon tokkkodha,30
finfinnee faanaa broodkaastingi korporeet oromoon injifannoorraa injifannoottii ce jiraachuu aanaan preezdaantii mootummaa oromiyaa obbo shimallis abdiisaan ibsan,30
oromoon sadarkaa injifannoo tokkkorraa aanutti cee'aa jiraachuuf irreechi finfinneetti barana 2012 kabajamu calaqqeedha,30
oromoon irreecha finfinnee handhuura isaatti sabaa sablammoota ummattoota biyyattii waliin kabajuun injifannoo ulfina malus,30
ayyaanni ireechaa kabajnu dudhaa eenyummaa oromummaa hoomtuu daangessuu akkka hin dandeenye mul atuu uus himaniiru obbo shimallis,30
oromoon ayyaanaa irreechaa irratti hirmaatu uffata adaa oroomootin faayamuu qabu jedhan,30
finfinnee hagayya 25 2011 faanaa broodkaastingi korporeet hayyoonni oromoo magaalaa finfinneetti mari'atan,30
dhaabbileen siyaasaa oromoo waltumsanii deeman walsakaalun kufaatii jabaa fida jedhan obbo leencoo lataan,30
obbo jawaar isaanitiin adeemsa qabsoo oromoorratti barreeffama gabaabaa dhiyeessuun kallattii fuula duraa akeekaniiru,30
oromoon walooman tumsamee walsakaaluu keessaa ba'uudhan ofiifis cee'ee biyyas ceesisuu qaba jedhan,30
oromoon tokkkummaasaa cimsee deemnan hundaan bakkka yaadu qaqqabuu danda'a,30
aadde loomiin oromoon seenaa saboota sablammootaafi ummattoota ollaa isaafi keessoo jiraatan waliin nagaafi jaalalaan ofitti haammatee waliin jiraachuufi jiruufi jireenya hawaasummaa adda addaa waliin gaggeeffachuun duudhaa waliin jireenyaa bara dheeraa qaba jedhaniiru,30
anis ta'e paartin wareegamaa qabsoo oromoo haaluu hin barbaannu jedhan obbo addisuu araggaan,30
odpn injifannoo oromoon argate ummata waliin ta'ee kunuunsaa,30
abo shanee gocha sukkkanneessaa lubbuu namaa qabeenyaa jiru aadaa safuu oromoo faalleesuu eef balaaleeffanna,30
oromoon aadaa wal danda uufi waliin jireenyaa qabuun wanta qabu waliin qooddachuun jiraachuun beekama,30
paartileen siyaasa aktiivistoonni oromoo tokkkummaa saba keenyaa cimsuuf wal deeggarree waliin hojjeechuu qabna hundaa wal dhaggeeffachuun murteessadha,30
jaarmiyaaleen ummata oromootiin qabsa'aa turtan biyyaatti deebitan waliin qabsaa'uufi waliin hojjechuuf seena qabeesaa argachuu obbo lammaan ibsaniiru,30
wallaansoon hiyyummaa moohachuuf goonu aadaaf duudhaa oromoon hammachuun beekkkamu dagaagsa,30
beenishaanguul gumuuzitti barnoonni afaan dhaloota afaan oromoon laatamaa jiru lammiileen afaan isaaniin akkka barataniif carraa uumedha dooktar alamuu simee,30
dooktar alamuu simee wayita beenishaanguul gumuuzitti barnoonni afaan dhaloota afaan oromoon laatamaa jiru lammiileen afaan isaaniin akkka barataniif mirga mirkaneesse tahuu ibsaniiru,30
finfinnee hagayya 10 2011 faanaa broodkaastingi korporeet oromoon aadaa duudhaa gadaa boonsaa ganamaatin biyya ijaaree dhaloota dhaalchisuun kaayyoo jedhe mootummaan oromiyaa,30
galmi sabboonummaa oromummaa nageenya misooma biyya walqixxummaa guddinni biyyaa sabaa sablammootaa mirkanaa'e ijaarudha,30
oromoon hogganaasaa jaalatu siinqee hulluuqsiseet gaachanaa eeboo kennaaf,30
oromummaan hammattummaadha,30
oromoon biyya bulchuu akkka dandahu hojiin agarsiiseera oromoon deeggarsa kamiiniyyuu ilmaan abbaa gadaa faana dhaabanna,30
ayyaanni irreechaa dhugumaan ayyaana galateeffannaa jaalalaa nageenyaa araaraa dhiifamaa tahuusaa oromoon agarsiiseera,30
oromoon barnooota ammayyaa qaroomina har addunyaan fiixee beekumsaa ittiin yaabbate hin qabaatin sirna bulchiinsa walxaxaafi qorannoo waggoota hedduu fudhachuu danda jiruufi jireenya namaa hedduudhaan gurmeessee hogganu sirna gadaa demokraasii dhugaatiin wal bulachaa dhuffee jira,30
oromoon sirna gadaatin buluu bulchachuu eegalee dhaloota kiristoosiin abbaa gadaa goobanaa hoolaa,30
irreecha hora finfinnee hora harsadii bara kabajamuuf qophiin xumuramuu gumiin tokkkummaa abbootii gadaa oromoo beeksise,30
oromoon aadaa saba biroo akkkuma jaallatuufi kabaju saboonniifi sablammoonni biyyattiis ayyaana oromoo waliin ta'uun akkka kabajataniif waamicha dhiheessaniiru,30
sirni gadaan akkkaata oromoon jireenya hawaasummaa diinagdee siyaasa aadaa duudhalee qabu hunda ittin gaggeeffatudha,30
abbaan gadaa gujii walitti qabaan gamtaa abbootii gadaa oromoo akkkaataa ayyaanni irreechaa kabajamu irratti bakkka bu'oota hawaasa godina gujii lixaa waliin mari'ataniiru,30
ayyaana irreechaa hora finfinnee harsadeetti oromootaan kabajamu ilaalchisuun abbaan gadaa gujii walitti qabaan gamtaa abbootii gadaa oromoo abbaan gadaa jiloo maandhoo hawaasa godina gujii lixaa keessaa babahan waliin mari'ataniiru,30
akkka biiroo dhimmoota koominikeeshinii mootummaa oromiyaatti marii abbaan gadaa jiloo maandhoo oromoon kamiyyuu caalaa tokkkummaa cimsuu akkka qabu dhaaman,30
ergaan abbootii gadaa oromootiin irreecha sababeeffachuun dabarsan ummanni oromoo hojiirra oolchuu qaba,30
ayyaanni irreechaa ayyaana oromoon tulluu malkaatti ba'uu darbeef uumaa galateeffatu dhufuuf imaanaa kennatudha,30
itoophiyaan biyya oromoo hin eenyutuu ta'uuf rakkkatti obbo taayyee danda,30
gaaffii 1ffaa hayyoonni oromoo hidhaa jiran hin hiikamin filannoon baranaa akkkamiin geggeeffamuu danda,30
gaaffii 2ffaa tokkkummaa oromoo irraati hojjachuuf maaltu gufuu mootummaan naannooo oromiyaa maaliif mormitootaa waliin hojjachuu dadhabe,30
mootummaan oromiyaa tokkkummaan oromoo dantaa oromoo qofaaf hin dantaa itoophiyaafuu utubaa ta'uu hubata,30
gaaffii 4ffaa miidiyaaleen oromoo akkka oromiyaa miidiyaa neetwoork maaliif cufaman,30
miidiyaan oromiyaa miidiyaa neetwoork miidiyaa qabsoo uummata oromoo bakkka gudda qabu ta'us jijjiirama du'a artiistii jaallatamaa hacaaluu hundeessaan wal qabatee duras hedduu daangaa bilisummaan yaadaa ibsachuu deddeebin sarbeera,30
ummati oromoo bara hedduuf jeeqamaa turuu namuutu beeka,30
shaneen takkkaa diina ajjeesee hin beekne jijjiirama oromoo ajjeesee geeraruu eegale,30
gaaffii 7ffaa gaffiin abba biyyummaa oromon finfinnerraa qabu maal,30
gaaffii 15ffaa itiyoophiyaa oromummaan hariiroo qabuu qabaatan seenan oromoo itiyoophiyaa maaliif finxaaleyyiin gadi qabama,30
ummata kuush keessaa guddichi ummata oromooti,30
dhalootumarraa itoophiyaan biyya oromooti,30
seenaa garasuu dhukii abdiisaa aagaa abbichuu bayyanaa qusee diinagdee fakkkaatan gaafa ilaallu oromoon ijaarsa tika itoophiyaa adda duree ta'uu hubanna,30
itoophiyaan biyya oromoo hin eenyutuu ta'uuf rakkkatti,30
dooktarri kabajaa lammaa magarsaan jaarmiyaan oromoo hunduu walitti qabamnee qalbii miira gaaridhaan saba keenyaaf jenne mari achaa turreerra jedhan,30
oromoon alaabaa hin barbaadhu seera hin barbaadu jedhe maalif dhaabbanna,30
marii obbolummaa oromoo amaaraa aadaa waliin jireenyaa saboota lamaanii cimsuu irratti mari atameera,30
mariin abbootii qabeenya oromoo amaaraa finfinneetti gaggeeffame,30
finfinnee faanaa broodkaastingi korporeet mariin abbootii qabeenya oromoo amaaraa finfinneetti gaggeeffamaa jiru dhimmoota adda addaarratti marii taasisaniiru,30
dooktar abiyyi koonfaransii nageenyaa abbootiin qabeenyaa oromoo amaaraa galma barkumeetti qopheessanirratti kaleessa galgala argamuun ergaa dabarsaniiru,30
ummanni oromoo amaaraa lakkkoofsanis hedduu,30
hariiroo oromoo amaaraa cimsuu jiraattonni oromoo godina walloo ga'ee olaanaa qabu obbo jawaar mahaammad,30
jiraattonni walloo hariiroo amaaraa oromoo cimsuu bakkka olaanaa akkka qabanis obbo jawaar ibsaniiru,30
paartiileen siyaasaa oromoo amaaraa ejjennoo siyaasaa waloo irratti waliin hojjechuuf waliigaltee mallatteessan,30
finfinnee caamsaa 10 2011 faanaa broodkaastingi korporeet hayyoonni amaaraa magaalaa finfinnee jiraatan galma gamtaa afrikaatti mari'atan,30
finfinnee eebila 24 2011 faanaa broodkaastingi korporeet amaaraa magaalota adda addaatti hiriirri gaggeeffame,30
finfinnee faanaa broodkaastingi korporeet mariin hariiroo ummattoota oromoofi amaaraa cimsuurratti xiyyeeffate ibsa waloo abbaa qabxii afurii baasuun xumurame,30
mariin hariiroo ummata oromoo amaaraa cimsuufi rakkkoolee mudatan mariidhaan furuu irratti xiyyeeffatee kaleessaafi harra adaamaatti geggeeffamaa ture ibsa ejjennoo abbaa qabxii afurii baasuun xumurame,30
waltajjii obbolummaa saboota oromoo amaaraa guyyaa har magaalaa ambootti gaggeeffame irratti waraqaan qorannoo walitti hidhamiinsa seenaa saboota mul isu rakkkoolee mudataa jiranii fala fuula duraa irratti xiyyeeffate gaafatamaa waajjira galeessaa odp obbo addisuu araggaa hayyuu seenaa yuunvarsitii finfinnee gargaaraa proofeeseraa abebaaw ayyaalewuun dhiyaatee jira,30
finfinnee faanaa broodkaastingi korporeet walga mariin nageenya walitti dhuffeenya oromoo amaaraa finfinneetti gaggeeffamaa jira,30
finfinnee faanaa broodkaastingi korporeet aanaan preezdaantii mootummaa oromiyaa obbo shimallis abdiisaa waltajjii obbolummaa ummata oromoo amaaraa cimsu guyyaa har magaalaa ambootti gaggeeffamaa jiru irratti haasaa taasisaniin akkka jedhanitti tokkkummaa ityoophiyaa egsiisuuf calmaatti hojjennu ta'a jedhaniiru,30
ummata oromoo amaaraa tokkko taasisuuf qeerroon injifannoo guddaa galmeesisanii jiru,30
dargaggoonni oromiyaa xaanaan jedhanii laga xaanaa inbocii kaasuu irratti hirmaannaa taasisaniin tokkkummaa oromaaraa cimsuuf tumsi taasisan hin dagatamne uus ibsaniiru,30
finfinnee adoolessa 17 2010 faanaa broodkaastingi korporeet hariiron ummata oromoo amaaraa jidduutti muul'achaa jiru fedhii ummataarratti hundaa'e ta'uu hogganaan biiroo dhimmoota koominikeeshinii oromiyaa dooktar nagarii leencoo himan,30
oromoo amaarri ummattoota biyyattii waliin ta'uun nagaa tasgabbiin ityoophiyaa eegamee akkka turu aarsaa barbaachisaa mara kaffalaa turaniiru,30
finfinnee faanaa broodkaastingi korporeet muummeen ministiraa fdri dooktar abiyyi ahimad qaamoolee hawaasa garaagaraa naannoolee tigraayii amaaraa walitti dhufan waliin mari atan,30
hoggantoonni paartii badhaadhinaa godinaalee aanaalee oromiyaa amaaraa waldaangessanii marii waloo taasiisan,30
hoggantoota paartii badhaadhinaa godinaalee aanaalee oromiyaa amaaraa waldaangessan gidduutti mariin waloo taasiifame,30
godinaalee aanaalee oromiyaa amaaraa jidduutti mariin waloo finfinneetti gaggeeffameera,30
ummatni oromoo sabaa sablammoota hammatee jiruudha,30
ummani amaaraa oromoo duudhaa waliin jireenyaa qabu cimsee fufa,30
finfinnee bitootessa 30 2011 faanaa broodkaastingi korporeet mootummaan amaaraa walitti bu'iinsa bulchiinsa godina addaa oromoo walloo shawaa kaabaatti mudateen miidhaa qaqqabeef gadda dhaga'ame ibse,30
preezdaantiin mootummaa amaaraa dooktar ambaachaw makoonnan ibsa eda galgala laataniin akkka beeksisanitti sababiin walitti bu'iinsichaa qoratamaa jira,30
daadhin sirboota qabsoo sabboonummaa oromoo jajjabeessan viidiyoo sagaleedhan maxxansiisuun gumaachaa tureera,30
amantaaleen oromoo biyya keessaaf biyya alaa jiran nagaan akkka waliin jiraataniif jaarmiyaan hundeeffamaa akkka jira,30
mirgi abukaatoo dhaabsifachuu hidhamtoota siyaasaa oromoo molqame,30
tokkkummaa dubartoota oromoo kanaadaa uummata oromoo walloo cina dhaabbachuuf akkka jiran ibsan,30
uummatni oromoo uummata kaaba oromiyaa walloo rakkkataa jiru tumsuuf qooda eegamu akkka bahatu,30
waraanni bilisummaa oromoo gujii bahaaf oromiyaa bakkka adda addaatti tarkaanfii fudhate,30
waraanni bilisummaa oromoo oromiyaa kutaalee adda addaa tarkaanfii diina irratti fudhatu cimsee fufuu isaatu himame,30
barreessaa kitaaba afaan oromoo gaaddiisaa birruu du'aan boqotan,30
barreessaa kitaabilee asoosama afaan oromoo jalqabaa ta'an gaaddisaa birruu waaqaa du'aan boqochuun himame,30
oduu gammachisaa oromoo maraaf,30
akkkuma beekamu tokkko darbeef keelloo miidiyaan hojii miidiyaa dantaa oromoo eegsisuu irratti bu uurefamee hojii boonsaa hojechaa ture,30
oromiyaa miidiyaa neetwoork hawaasni oromoo washington dc buufata xiyyaaratti argamuun Pirofeesara mararaa gudinaa simatan,30
oromiyaa miidiyaa neetwoork kabaja ayyaana irreechaa ilaalchisuun gumiin abbootii gadaa oromoo adaamaatti miidiyaaf ibsa kennan,30
gumii abbootii gadaa oromoofi abbaan gadaa jiloo maandhoo ibsa kennan kabajni irreechaa bara nagaafi gammachu akkka hawwuu dubbatanii,30
irreechi baranaa akkka kabajamuuf gumiin abbootii gadaa oromoo murteesseera,30
oromiyaa miidiyaa neetwoork ummanni oromoo irreecha baranaa akkkuma baroota darbanitti milkiidhaan irreeffachuu akkka qabu hayyuun aadaa seenaa oromoo tokkko yaadachiisan,30
obbo maammoo gadaa uummanni oromoo irreecha baranaa akkkuma baroota darbanitti irreeffachuu akkka qabu oromiyaa miidiyaa neetwoork himanii jiru,30
irreechi oromoof hunda jedhan buleessi qabsoo oromoo maammoo gadaa irreechi aadaa duudhaa safuu qabsoo tokkkummaa oromootis hammateedhas jedhan,30
uummanni oromoo dhabe argachuu qaba argate dhabuu hin qabu jedhan obbo maammoon irreechi bara dheengaddaa hora finfinneetti jalqabe baranas bifa uummata oromoo ballaa hirmaachiseen fufu hora har sadiitis kabajama jedhan,30
bara dheengadda uummanni oromoo naamusaa tasgabbii dinqisiisaan rakkkoo homaatuu hin mudatin miidhamni homaatuu hin uumamin ofiisaatifi sabaaf sablammoota biroo hundaa kabajuun haala gaariin finfinnee irreeffatee mirkaneesseef walitti dhufuun oromoo mootummaa yaaddessuu hin qabus jedhan buleessi qabsoo oromoo obbo maammoo gadaa,30
adeemsi jabaa oromoo laamshessuun diinagdee siyaasa sabichaa dadhabsuuf deemamu dhaabbachuu qaba,30
qondaala olaanaa adda biliisummaa oromoo ta'e obbo gadaa gabbisaa guyyaa harra mana jireenya isaatti galaa jiruu magaalaa buraayyuu tika mootummaafi poolisiitiin butamuun dhaga'ame,30
qondaalota adda biliisummaa oromoo gameeyyii dargaggoonni ji'oota muraasa hooggansaatti dhufan warreen akkka gadaa gabbisaa lammii beenyaafi dawit abdataafaa hidhamuun paartichi akkka humna haaraatiin hin utubamneef yaalii ijibbaataa mootummaan taasisaa jiru ta'uu agarsiisa haalichi xiinxala hayyootaas argateera,30
oromiyaa miidiyaa neetwoork ummanni oromoo akkkuma bara dheengaddaa baranas irreecha finfinnee hora har sadillee deemee akkka irreeffatu abdii guutuu qabna jedhan perezedaantiin waldaa maccaa tuulamaa obbo dirribii damisee,30
oromoon akkkuma bara dheengaddaa baranas irreecha finfinnee hora har sadillee deemee akkka irreeffatu abdanna jedhan perezedaantiin waldaa maccaa tuulamaa obbo dirribii damisee,30
dhiibbaa sirnoota dabraniitiin irreechi qal'atullee oromoon tuulamaa galaan irratti ajjeefamaa irratti reebamaa irratti dhiitamaa irratti hidhamaa dhoksaadhaan irreeffataa dhalootaaf akkka dabarses obbo dirribiin yaadachiisaniiru,30
eenyummaan oromoo ifoomu tokkkummaan oromoo jabaatu aadaa abbootii teenyaa irratti cicichine gadaa deebifannee hojjenneedhas,30
irreecha uummanni oromoo nagayaan akkka irreeffatu gochuuf taattaaffin goonu fufa jedhaniiru perezedaantii waldaa maccaa tuulamaa ta'an obbo dirribii damisee,30
oromoon cufti bakkka tokkkoo ka'ee sagalee tokkkoon irreechaaf qopheessuu qabas,30
oromoon malkaa finfinnee hora har sadiitti yaa waaqa bara ajjeechaan oromoo dhaabbatu bara hidhame hiikamu bara araaraa bara nagaa bara mirgi oromoo kabajamu godhi jennee malkaatti irreeffannee akkka kadhannun abdadha yaada goolaban prezedaantiin waldaa maccaa tuulamaa obbo dirribii damisee,30
paartiin izeemaa magaalaa finfinnee keesaatti manni murtii afaan oromootiin tajaajilu hin qabu mana murtii federaalaatti iyyate,30
paartiin izeemaa mootummaa biyya bulchu waliin walitti dhuffeenya gaarii qabu magaalaa finfinnee handhuura oromiyaa taatee tajaajilli afaan oromoo kennamuu hin qabu jechuunsaa akkka mufachiise dhalattoonni oromoo finfinnee oromiyaa miidiyaa neetwoork himaniiru,30
hidhamtoonni siyaasaa oromoo mana hidhaa qaallittii zoonii 6ffaafi 8ffaa diddaa nyaata lagachuu fufuu maatiin oromiyaa miidiyaa neetwoork himan,30
addatti hidhamtootni siyaasaa oromoo mana hidhaa qaallittii zoonii 6ffaa obbo jawaar mohammad obbo baqqalaa garbaa obbo haamzaa booranaafi shamsaddiin xahaa diddaa nyaata lagachuu dursanii eegalaniif guyyaa 9ffaa qaqqabuun hedduu miidhamanii jiraachuu maatiin oromiyaa miidiyaa neetwoork himaniiru,30
hidhamtoonni siyaasaa oromoo mana hidhaa qaallittii jiran guyyaa kaleessa dhaddacha irratti sababa diddaa nyaata nyaachuu geggeessaa jiraniif beelaafi dadhabiitiif sagalee waakkkiifi amantii kennachuun himata isaanirratti dhihaate faccisuu akkka hin dandeenye xalayyaatiin mana murtiif dhiheessuun yaadatama,30
barattoota oromoo naannoolee amaaraa tigraayitti ramadaman ilaalchisee aktivistoonni oromoo maal jedhu gababaa eegaa,30
addi biliisummaa oromoo ibsa baaseen badhaadhinaan abdii kutateef daa imman waraana bu hin qabneef bobbaasee yakkka hamaa raawwachaa jira jira qeeqe,30
qabsaa'aan mirga ummata oromoo sochii qabsaa'ota baalee gurra jabaa horate koloneel siraaj haaji isaaq sanbata darbe adol baale raayitutti du'aan addunyarraa boqatuun dhagahame,30
koloneel siraaj haaji ishaaq gootota baalee akkka jeneraal waaqoo guutuu jeneraanaal heseen bunee koloneel aliyyii cirrii kanneen biroo wajjiin ta'un qabsoo ummta oromoo tini'isaa turan,30
akaakayyuun sheek ishaaq dadhii tarree jedhaman nama weerare minilik ummata oromoo harargee irratti banee saba ofiitiif gaachana ta'uun anoole irratti gooticha oromoo leenjisoo diigaa wajjiin ta'uudhan lolanii lolchiisaniidha,30
oromiyaa miidiyaa neetwoork maatii koloneel siraaj haaji ishaaq tarreef akkkasuma ummata oromoo maraaf obsaafi jajjabina hawwa,30
hawaasa oromoo magaalaa siyaatil koreen deegarsa oromiyaa miidiyaa neetwoork heddu galatomaa,30
hidhamtonni siyaasaa oromoo mana hidhaa qaallittii diddaa nyaataa geeggeessaa jiran keessaa namni gaggabuun hospitaala seenan obbo jawaar mohammad obbo baqalaa garbaa hamzaa booranaa sadarkaa dubbachuu dadhabuu akkka gahan abukaatoon hidhamtootaa obboo kadiir bulloo bilbilaan oromiyaa miidiyaa neetwoork himee jira,30
hidhamtoonni siyaasaa oromoo mirgi ummata oromoo hidhamtootaa kabajamuu lagannaa nyaata jalqaban har guyyaa 14ffa gahani jiru,30
gaafiin deebii argatutti hin sorannu jedhan hidhamtoonni siyaasaa oromoo jiraannee salphina ummata keenyaa arguu dhumnee dhokachuu wayya ejjannoo jedhutti cichanii diddaa sirna bulchiinsa biltsginnaa irratti argisiisuu fufani jiru,30
ilmaan oromoo qaama nageenyaa rib jirtan qabsoo ummanni oromoo ummatoonni biroo mirga hiree ofiin murteeffachuuf adeemsisaa jiran cinaa akkka dhaabbattan gumii qabsoo oromoo gqo waamicha lammummaa dabarsa,30
gumii qabsoo oromoo waamicha biyyoota ollaa ummata addunyaa jaarmayoota mirga dhala namoomaatiif dabarseen mootummaan federaala itoophiyaa mootummaan tigraay lola akkka dhaaban dhiibbaa akkka gootan gaafate,30
hidhamtoonni siyaasaa haal duree tokkko hiikamanii mariin humootummaa oromiyaaota siyaasaa hundumaa hirmaachise akkka qophaa filannoon haq qabeessi akkka adeemsifamu gaafate gumii qabsoo oromoo ukkkaamsaa bakkkoota adda addaatti godhama jiru akkka dhaabu dhiibbaa akkka godhan gafate,30
paartiileen siyaasaa oromoo gurguddaafi gameeyyiin lamaan jechuunis abo kfo'n ibsa haala ilaalchisuun baasaniin uummatni hooggantootasaa du'a jalaa akkka oolfatuuf waamicha dhiheessan,30
filannoo haqa qabeessaan oromoo ceesisuun diimokiraasii qabsiisuuf abdiin akkka paartii keenyaatti qabnu coolligeera jedhu ibsi kfo rakkkoo guddaan uumameefi uumamuuf adeemu hin dhufin mootummaan dhimmicha akkka furuuf watwaachaa turres haalota darban yaadachiisa,30
hayyuun oromoo abbaan gaazexaa bariisaa barreessaa galmee jechootaa ulaagaa guuttate jalqabaa ta'an profeesar mahadii hamiid muudee biyya jiraachaa turan usa magaalaa columbus ohio du'aan addunyaa kanarraa boqatan,30
profeesar mahaadii hamid muudee guddina afaan aadaa aartii siyaasaa miidiyaa oromoo hayyuu shoora olaanaa taphachaa turaniidha,30
Pirofeesaramahaadii hamid muudee hundeessaa gaazexaa afaan oromootiin duraaf bara 1975 maxxanfamuu jalqabe abbaa gaazexaa baariisaati gaazexaa irratti gulaalaa olaanaa ta'uun waggoota 17'f hojjataa turaniiru,30
Pirofeesaramahaadiin baroota 1970'moota funyaan sirna nama nyaataa taa'uun hojiilee hayyootaa kanneen afaan oromoo irrati dalagaman bal'inaan xinxalluun qorannaa qubee afaan arabaa gi'iizi laatini irratti gaggeessudhaan qubeen laatini afaan oromoo ittiin qubeessuuf mijaawu ta'usaa mirkaneesse,30
qabsoo bilisummaa ummata oromoo gahee guddaa gumaachan obbo bushuraa uloo addunyaa boqotan,30
obboo bushuraan nama sabboona bilisummaa ummatta oromootiif gumaacha guddaa taasisan namoonni seenaa beekan dubbatu,30
bara aadaafi afaan oromoo garmalee hacuucammaa turetti bushuraa uloo sirboota aadaa oromoo warabaanii walti qabuun kuusaa turan,30
bushuraa uloo lola diddaa gabrummaa oromoonni mootummaa dargii iraatti geggeesse gootummaan qooda fudhachuudhaangahee oromummaa bahaniiru,30
obbo bushuraa uloo qabsoo bilisummaa abon gaggeeffamaa ture hirmaannaa guddaa akkka qaban ibsamee jira,30
obbo bushuraa uloo bara chaartaraa general waaqoo guutuu qabsoo fufuuf somaliyaa imaaluun shoora sabboonaa oromoo tokkko eegamu qabsoo oromoof gumaachaniiru,30
qeerroon godina shawaa bahaa aanaa zuwaay dugdaa magaalaa maqii barattoonni oromoo hammaataa kanatti amaaraa tigraay deemanii barachuu akkka hin qabne dhaaman,30
danda'ametti mootummaan oromiyaa barattoonni oromoo oromiyaatti akkka barataniif haala mijjeessu qaba,30
weerarri oromoota walloo qonnaan bultootaa horiisee bultoota irratti baname cimee fuffeera,3
jiraataan aanaa baatee dubbifne tokkko akkka ibsetti humni ergama diinummaa oromoo qabu daangaa darbuun gandoota akkka habilaaloo booraa qal'aa odaa jedhaman ibiddaan gubeera,3
ammaa haalli oromoonni walloo jiran baayyee yaaddessaa tahuu hime,30
murni humnaan biyyattii bulchaa jiru oromummaa lafarraa balleessuuf abo qabatee karra saaqaa jira,3
haalli hidhamtoota siyaasaa oromoo mana hidhaa qaallittii hedduu yaaddessaafi yaachisaa ta'uu himan qeerroowwan godinaalee oromiyaa garaa garaa uummatni oromoo golee arfanirraan jiru dammaqaa ta'uun hayyootasaa waliin tokummaatiin qabsaa'uu qaba dhaamsa wal fakkkaataa dabarsaniiru,30
matakkkalitti poolisiin humna addaa amaaraafi waraanni mootummaa ilmaan oromoo dararaa jiraachuu jiraattonni himan,30
godina matakkkal aanaalee garaagaraa hawaasni oromoo sababa oromummaa qofaaf 'shanee' jedhuun qaamolee nageenyaa mootummaatiin miidhaaf saaxilamaa jiraachuu oromiyaa miidiyaa neetwoork himatan,3
mallattooleen eenyummaa oromummaa finfinnee magaalota oromiyaa biroottis babal'achuu qabu,30
simannaan gootota oromoo mana hidhaa mootummaa wayyaanee gadi lakkkifamaniif taasifamaa jiru haala hoo'aan cimee fuffee jira,30
ilmaan oromoo sababa oromummaa qofaan mana hidhaa mootummaa itiyoophiyaatti guuramanii dararamaa jiran keessaa qabsoo hawaasaatiin namoonni muraasni gadi dhiifamuun yaadatama,30
gootota mana hidharraa gadi lakkkafaman ummanni oromoo oromiyaa magaalota garaatti simannaa adda addaa godheefii hamilee jajjabeessuurratti argama,30
amajjii dilbata dhufu akkka godina shawaa lixaatti gootota mana hidharraa hiikaman hayyuu oromoo dooctarmararaa guddinaa simannaan hoo'aan magaalaa amboo staadiyeemii magaalattiitti akkka geggeeffamuuf haal dureen xumuramee akkka jiru maddeen ifa godhaniiru,30
jaalalaa gammachuu hiikamuu dooctarmararaa guddinarraa ka'uun jiraattonni godina shawaa lixaa magaalaa gincii gurmaayanii kennaa addaa gogaa leencaa anfarroo wajjiin eeboo gaachana qopheessanii hayyuu oromoo laachuuf qophii xumuruu beeksisan,30
ilmaan oromoo qabsoo saba isaaniitiif dhama'an humna tikaa mootummaa irree itiyoophiyaatiin ukkkaamfamuun kanneen mana hidhaatti gataman kumoota hedduudha lubbuu qaalii dhabanii seenaan awwaalames danuudha,30
miseensa kfo ta'e huseen quuqama oromummaa qabuun hawaasa oromoo kakaasuun qabsoo nagayaatiin ummata dammaqsaa tureera,30
